80.0	-1.48	-6.85	-7.15	-5.19	-12.06	-0.00	-11.58	-6.15	-0.00	-5.73	-5.63	-5.89	-5.89	-5.89	-5.89 -5.89 -5.89 -5.89 -5.89 -5.89 -5.89 -5.89 -5.89 -5.89 -5.89
81.0	-1.49	-6.83	-7.16	-5.19	-12.07	-0.00	-11.55	-6.15	-0.00	-5.72	-5.62	-5.86	-5.86	-5.86	-5.86 -5.86 -5.86 -5.86	-5.86 -5.86 -5.86 -5.86	-5.86 -5.86 -5.86
82.0	-1.50	-6.84	-7.17	-5.20	-12.09	-0.00	-11.56	-6.16	-0.00	-5.73	-5.63	-5.89	-5.89	-5.89	-5.89 -5.89 -5.89 -5.89	-5.89 -5.89 -5.89 -5.89	-5.89 -5.89 -5.89
83.0	-1.52	-6.85	-7.16	-5.20	-12.11	-0.00	-11.53	-6.13	-0.00	-5.73	-5.63	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
84.0	-1.53	-6.84	-7.17	-5.22	-12.09	-0.00	-11.52	-6.11	-0.00	-5.74	-5.64	-5.89	-5.89	-5.89	-5.89 -5.89 -5.89 -5.89	-5.89 -5.89 -5.89 -5.89	-5.89 -5.89 -5.89
85.0	-1.55	-6.83	-7.14	-5.22	-12.09	-0.00	-11.51	-6.15	-0.00	-5.73	-5.65	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
86.0	-1.56	-6.84	-7.16	-5.20	-12.09	-0.00	-11.48	-6.07	-0.00	-5.69	-5.61	-5.88	-5.88	-5.88	-5.88 -5.88 -5.88 -5.88	-5.88 -5.88 -5.88 -5.88	-5.88 -5.88 -5.88
87.0	-1.58	-6.84	-7.17	-5.21	-12.11	-0.00	-11.48	-6.12	-0.00	-5.74	-5.65	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
88.0	-1.59	-6.82	-7.14	-5.19	-12.12	-0.00	-11.44	-6.23	-0.00	-5.67	-5.59	-5.88	-5.88	-5.88	-5.88 -5.88 -5.88 -5.88	-5.88 -5.88 -5.88 -5.88	-5.88 -5.88 -5.88
89.0	-1.61	-6.82	-7.11	-5.22	-12.12	-0.00	-11.43	-6.14	-0.00	-5.73	-5.65	-5.81	-5.81	-5.81	-5.81 -5.81 -5.81 -5.81	-5.81 -5.81 -5.81 -5.81	-5.81 -5.81 -5.81
90.0	-1.63	-6.81	-7.11	-5.22	-12.13	-0.00	-11.43	-6.17	-0.00	-5.69	-5.61	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
91.0	-1.64	-6.80	-7.16	-5.23	-12.13	-0.00	-11.41	-6.15	-0.00	-5.69	-5.62	-5.81	-5.81	-5.81	-5.81 -5.81 -5.81 -5.81	-5.81 -5.81 -5.81 -5.81	-5.81 -5.81 -5.81
92.0	-1.66	-6.79	-7.10	-5.20	-12.13	-0.00	-11.37	-6.17	-10.09	-5.64	-5.58	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
93.0	-1.68	-6.80	-7.11	-5.19	-12.14	-0.00	-11.36	-6.10	-10.10	-5.62	-5.56	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
94.0	-1.70	-6.77	-7.10	-5.21	-12.15	-0.00	-11.35	-6.07	-10.11	-5.65	-5.58	-5.85	-5.85	-5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85 -5.85	-5.85 -5.85 -5.85
95.0	-1.72	-6.77	-7.11	-5.21	-12.14	-0.00	-11.32	-6.11	-10.11	-5.64	-5.59	-5.8	-5.8	-5.8	-5.8  -5.8  -5.8  -5.8	-5.8  -5.8  -5.8  -5.8	-5.8  -5.8  -5.8
96.0	-1.74	-6.77	-7.07	-5.21	-12.14	-0.00	-11.29	-6.12	-10.08	-5.63	-5.58	-5.8	-5.8	-5.8	-5.8  -5.8  -5.8  -5.8	-5.8  -5.8  -5.8  -5.8	-5.8  -5.8  -5.8
97.0	-1.76	-6.76	-7.09	-5.22	-12.19	-0.00	-11.28	-6.05	-10.10	-5.60	-5.55	-5.8	-5.8	-5.8	-5.8  -5.8  -5.8  -5.8	-5.8  -5.8  -5.8  -5.8	-5.8  -5.8  -5.8
98.0	-1.78	-6.75	-7.07	-5.20	-12.17	-0.00	-11.26	-6.06	-10.07	-5.59	-5.55	-5.75	-5.75	-5.75	-5.75 -5.75 -5.75 -5.75	-5.75 -5.75 -5.75 -5.75	-5.75 -5.75 -5.75
99.0	-1.80	-6.73	-7.08	-5.24	-12.17	-0.00	-11.23	-6.04	-10.05	-5.59	-5.55	-5.78	-5.78	-5.78	-5.78 -5.78 -5.78 -5.78	-5.78 -5.78 -5.78 -5.78	-5.78 -5.78 -5.78
100.0	-1.83	-6.73	-7.04	-5.19	-12.17	-0.00	-11.21	-6.07	-10.05	-5.56	-5.53	-5.73	-5.73	-5.73	-5.73 -5.73 -5.73 -5.73	-5.73 -5.73 -5.73 -5.73	-5.73 -5.73 -5.73
101.0	-1.86	-6.71	-7.06	-5.21	-12.16	-0.00	-11.17	-6.04	-10.03	-5.57	-5.54	-5.69	-5.69	-5.69	-5.69 -5.69 -5.69 -5.69	-5.69 -5.69 -5.69 -5.69	-5.69 -5.69 -5.69
102.0	-1.88	-6.69	-7.05	-5.25	-12.17	-0.00	-11.15	-6.01	-10.02	-5.55	-5.52	-5.67	-5.67	-5.67	-5.67 -5.67 -5.67 -5.67	-5.67 -5.67 -5.67 -5.67	-5.67 -5.67 -5.67
103.0	-1.91	-6.68	-7.02	-5.22	-12.17	-0.00	-11.13	-5.98	-10.08	-5.53	-5.51	-5.67	-5.67	-5.67	-5.67 -5.67 -5.67 -5.67	-5.67 -5.67 -5.67 -5.67	-5.67 -5.67 -5.67
104.0	-1.94	-6.67	-7.02	-5.22	-12.21	-0.00	-11.10	-5.99	-9.98	-5.47	-5.45	-5.7	-5.7	-5.7	-5.7  -5.7  -5.7  -5.7	-5.7  -5.7  -5.7  -5.7	-5.7  -5.7  -5.7
105.0	-1.98	-6.65	-6.98	-5.21	-12.20	-0.00	-11.06	-5.93	-9.93	-5.50	-5.48	-5.59	-5.59	-5.59	-5.59 -5.59 -5.59 -5.59	-5.59 -5.59 -5.59 -5.59	-5.59 -5.59 -5.59
106.0	-2.01	-6.63	-6.95	-5.21	-12.23	-0.00	-11.03	-5.94	-9.95	-5.43	-5.41	-5.59	-5.59	-5.59	-5.59 -5.59 -5.59 -5.59	-5.59 -5.59 -5.59 -5.59	-5.59 -5.59 -5.59
107.0	-2.05	-6.60	-6.91	-5.20	-12.23	-0.00	-10.99	-5.92	-9.92	-5.43	-5.42	-5.54	-5.54	-5.54	-5.54 -5.54 -5.54 -5.54	-5.54 -5.54 -5.54 -5.54	-5.54 -5.54 -5.54
108.0	-2.09	-6.57	-6.91	-5.18	-12.22	-0.00	-10.95	-5.93	-9.87	-5.37	-5.35	-5.52	-5.52	-5.52	-5.52 -5.52 -5.52 -5.52	-5.52 -5.52 -5.52 -5.52	-5.52 -5.52 -5.52
109.0	-2.13	-6.55	-6.84	-5.18	-12.21	-0.00	-10.92	-5.86	-9.86	-5.31	-5.30	-5.51	-5.51	-5.51	-5.51 -5.51 -5.51 -5.51	-5.51 -5.51 -5.51 -5.51	-5.51 -5.51 -5.51
110.0	-2.18	-6.51	-6.81	-5.16	-12.22	-0.00	-10.88	-5.85	-9.82	-5.31	-5.30	-5.44	-5.44	-5.44	-5.44 -5.44 -5.44 -5.44	-5.44 -5.44 -5.44 -5.44	-5.44 -5.44 -5.44
110.5	-2.21	-6.50	-6.82	-5.14	-12.21	-0.00	-10.85	-5.78	-9.81	-5.25	-5.25	-5.45	-5.45	-5.45	-5.45 -5.45 -5.45 -5.45	-5.45 -5.45 -5.45 -5.45	-5.45 -5.45 -5.45
111.0	-2.23	-6.48	-6.83	-5.16	-12.21	-0.00	-10.84	-5.75	-9.79	-5.28	-5.27	-5.37	-5.37	-5.37	-5.37 -5.37 -5.37 -5.37	-5.37 -5.37 -5.37 -5.37	-5.37 -5.37 -5.37
111.5	-2.26	-6.45	-6.74	-5.14	-12.21	-0.00	-10.81	-5.76	-9.77	-5.24	-5.23	-5.35	-5.35	-5.35	-5.35 -5.35 -5.35 -5.35	-5.35 -5.35 -5.35 -5.35	-5.35 -5.35 -5.35
112.0	-2.28	-6.43	-6.72	-5.17	-12.21	-0.00	-10.78	-5.72	-9.72	-5.19	-5.19	-5.35	-5.35	-5.35	-5.35 -5.35 -5.35 -5.35	-5.35 -5.35 -5.35 -5.35	-5.35 -5.35 -5.35
112.5	-2.31	-6.41	-6.73	-5.11	-12.23	-0.00	-10.77	-5.70	-9.70	-5.19	-5.18	-5.31	-5.31	-5.31	-5.31 -5.31 -5.31 -5.31	-5.31 -5.31 -5.31 -5.31	-5.31 -5.31 -5.31
113.0	-2.33	-6.39	-6.72	-5.16	-12.24	-0.00	-10.74	-5.68	-9.70	-5.16	-5.16	-5.26	-5.26	-5.26	-5.26 -5.26 -5.26 -5.26	-5.26 -5.26 -5.26 -5.26	-5.26 -5.26 -5.26
113.5	-2.37	-6.38	-6.66	-5.11	-12.23	-0.00	-10.72	-5.67	-9.66	-5.12	-5.11	-5.28	-5.28	-5.28	-5.28 -5.28 -5.28 -5.28	-5.28 -5.28 -5.28 -5.28	-5.28 -5.28 -5.28
114.0	-2.39	-6.36	-6.68	-5.11	-12.21	-0.00	-10.69	-5.62	-9.66	-5.10	-5.10	-5.21	-5.21	-5.21	-5.21 -5.21 -5.21 -5.21	-5.21 -5.21 -5.21 -5.21	-5.21 -5.21 -5.21
114.5	-2.43	-6.33	-6.65	-5.11	-12.21	-0.00	-10.64	-5.62	-9.62	-5.06	-5.06	-5.2	-5.2	-5.2	-5.2  -5.2  -5.2  -5.2	-5.2  -5.2  -5.2  -5.2	-5.2  -5.2  -5.2
115.0	-2.46	-6.31	-6.63	-5.15	-12.21	-0.00	-10.64	-5.59	-9.61	-5.04	-5.04	-5.17	-5.17	-5.17	-5.17 -5.17 -5.17 -5.17	-5.17 -5.17 -5.17 -5.17	-5.17 -5.17 -5.17
115.5	-2.50	-6.28	-6.56	-5.12	-12.24	-0.00	-10.60	-5.54	-9.56	-5.01	-5.00	-5.14	-5.14	-5.14	-5.14 -5.14 -5.14 -5.14	-5.14 -5.14 -5.14 -5.14	-5.14 -5.14 -5.14
116.0	-2.52	-6.27	-6.53	-5.10	-12.23	-0.00	-10.58	-5.60	-9.55	-4.98	-4.98	-5.09	-5.09	-5.09	-5.09 -5.09 -5.09 -5.09	-5.09 -5.09 -5.09 -5.09	-5.09 -5.09 -5.09
116.5	-2.56	-6.24	-6.54	-5.10	-12.25	-0.00	-10.55	-5.58	-9.52	-4.94	-4.93	-5.05	-5.05	-5.05	-5.05 -5.05 -5.05 -5.05	-5.05 -5.05 -5.05 -5.05	-5.05 -5.05 -5.05
117.0	-2.60	-6.20	-6.49	-5.08	-12.23	-0.00	-10.52	-5.48	-9.48	-4.89	-4.88	-5.04	-5.04	-5.04	-5.04 -5.04 -5.04 -5.04	-5.04 -5.04 -5.04 -5.04	-5.04 -5.04 -5.04
117.5	-2.64	-6.18	-6.46	-5.05	-12.24	-0.00	-10.49	-5.45	-9.45	-4.84	-4.84	-5.01	-5.01	-5.01	-5.01 -5.01 -5.01 -5.01	-5.01 -5.01 -5.01 -5.01	-5.01 -5.01 -5.01
118.0	-2.67	-6.15	-6.42	-5.07	-12.25	-0.00	-10.47	-5.44	-9.43	-4.82	-4.82	-4.95	-4.95	-4.95	-4.95 -4.95 -4.95 -4.95	-4.95 -4.95 -4.95 -4.95	-4.95 -4.95 -4.95
118.5	-2.71	-6.12	-6.38	-5.04	-12.21	-0.00	-10.43	-5.42	-9.39	-4.78	-4.78	-4.91	-4.91	-4.91	-4.91 -4.91 -4.91 -4.91	-4.91 -4.91 -4.91 -4.91	-4.91 -4.91 -4.91
119.0	-2.74	-6.09	-6.38	-5.06	-12.21	-0.00	-10.40	-5.39	-9.36	-4.74	-4.74	-4.85	-4.85	-4.85	-4.85 -4.85 -4.85 -4.85	-4.85 -4.85 -4.85 -4.85	-4.85 -4.85 -4.85
119.5	-2.79	-6.06	-6.36	-5.00	-12.23	-0.00	-10.36	-5.30	-9.37	-4.71	-4.71	-4.83	-4.83	-4.83	-4.83 -4.83 -4.83 -4.83	-4.83 -4.83 -4.83 -4.83	-4.83 -4.83 -4.83
120.0	-2.83	-6.01	-6.31	-4.99	-12.20	-0.00	-10.33	-5.28	-9.34	-4.66	-4.67	-4.76	-4.76	-4.76	-4.76 -4.76 -4.76 -4.76	-4.76 -4.76 -4.76 -4.76	-4.76 -4.76 -4.76
120.1	-2.83	-6.01	-6.27	-5.01	-12.25	-0.00	-10.33	-5.29	-9.24	-4.66	-4.66	-4.77	-4.77	-4.77	-4.77 -4.77 -4.77 -4.77	-4.77 -4.77 -4.77 -4.77	-4.77 -4.77 -4.77
120.2	-2.84	-6.01	-6.33	-5.01	-12.22	-0.00	-10.33	-5.24	-9.30	-4.65	-4.65	-4.74	-4.74	-4.74	-4.74 -4.74 -4.74 -4.74	-4.74 -4.74 -4.74 -4.74	-4.74 -4.74 -4.74
120.3	-2.85	-6.02	-6.27	-5.02	-12.24	-0.00	-10.31	-5.28	-9.28	-4.63	-4.63	-4.75	-4.75	-4.75	-4.75 -4.75 -4.75 -4.75	-4.75 -4.75 -4.75 -4.75	-4.75 -4.75 -4.75
120.4	-2.85	-6.00	-6.27	-5.00	-12.20	-0.00	-10.31	-5.27	-9.31	-4.63	-4.62	-4.74	-4.74	-4.74	-4.74 -4.74 -4.74 -4.74	-4.74 -4.74 -4.74 -4.74	-4.74 -4.74 -4.74
120.5	-2.86	-6.00	-6.24	-4.99	-12.23	-0.00	-10.30	-5.26	-9.23	-4.62	-4.63	-4.72	-4.72	-4.72	-4.72 -4.72 -4.72 -4.72	-4.72 -4.72 -4.72 -4.72	-4.72 -4.72 -4.72
120.6	-2.87	-5.98	-6.27	-4.99	-12.23	-0.00	-10.29	-5.25	-9.33	-4.63	-4.67	-4.71	-4.71	-4.71	-4.71 -4.71 -4.71 -4.71	-4.71 -4.71 -4.71 -4.71	-4.71 -4.71 -4.71
120.7	-2.88	-5.97	-6.24	-5.00	-12.19	-0.00	-10.27	-5.22	-9.19	-4.61	-4.60	-4.71	-4.71	-4.71	-4.71 -4.71 -4.71 -4.71	-4.71 -4.71 -4.71 -4.71	-4.71 -4.71 -4.71
120.8	-2.89	-5.97	-6.27	-5.00	-12.23	-0.00	-10.27	-5.25	-9.29	-4.58	-4.58	-4.73	-4.73	-4.73	-4.73 -4.73 -4.73 -4.73	-4.73 -4.73 -4.73 -4.73	-4.73 -4.73 -4.73
120.9	-2.90	-5.97	-6.24	-4.98	-12.21	-0.00	-10.27	-5.21	-9.15	-4.57	-4.57	-4.69	-4.69	-4.69	-4.69 -4.69 -4.69 -4.69	-4.69 -4.69 -4.69 -4.69	-4.69 -4.69 -4.69
121.0	-2.90	-5.97	-6.24	-4.97	-12.21	-0.00	-10.27	-5.26	-9.27	-4.57	-4.60	-4.66	-4.66	-4.66	-4.66 -4.66 -4.66 -4.66	-4.66 -4.66 -4.66 -4.66	-4.66 -4.66 -4.66
121.1	-2.92	-5.97	-6.26	-5.00	-12.19	-0.00	-10.25	-5.21	-9.19	-4.56	-4.56	-4.66	-4.66	-4.66	-4.66 -4.66 -4.66 -4.66	-4.66 -4.66 -4.66 -4.66	-4.66 -4.66 -4.66
121.2	-2.92	-5.95	-6.23	-5.00	-12.26	-0.00	-10.25	-5.18	-9.22	-4.57	-4.57	-4.64	-4.64	-4.64	-4.64 -4.64 -4.64 -4.64	-4.64 -4.64 -4.64 -4.64	-4.64 -4.64 -4.64
121.3	-2.94	-5.93	-6.20	-4.95	-12.21	-0.00	-10.24	-5.23	-9.15	-4.56	-4.56	-4.64	-4.64	-4.64	-4.64 -4.64 -4.64 -4.64	-4.64 -4.64 -4.64 -4.64	-4.64 -4.64 -4.64
121.4	-2.94	-5.95	-6.21	-4.97	-12.24	-0.00	-10.24	-5.18	-9.18	-4.53	-4.54	-4.66	-4.66	-4.66	-4.66 -4.66 -4.66 -4.66	-4.66 -4.66 -4.66 -4.66	-4.66 -4.66 -4.66
121.5	-2.95	-5.92	-6.20	-4.99	-12.20	-0.00	-10.23	-5.16	-9.22	-4.53	-4.52	-4.64	-4.64	-4.64	-4.64 -4.64 -4.64 -4.64	-4.64 -4.64 -4.64 -4.64	-4.64 -4.64 -4.64
121.6	-2.96	-5.90	-6.20	-4.99	-12.21	-0.00	-10.21	-5.22	-9.13	-4.54	-4.54	-4.6	-4.6	-4.6	-4.6  -4.6  -4.6  -4.6	-4.6  -4.6  -4.6  -4.6	-4.6  -4.6  -4.6
121.7	-2.97	-5.92	-6.22	-5.00	-12.21	-0.00	-10.22	-5.19	-9.20	-4.52	-4.53	-4.61	-4.61	-4.61	-4.61 -4.61 -4.61 -4.61	-4.61 -4.61 -4.61 -4.61	-4.61 -4.61 -4.61
121.8	-2.98	-5.88	-6.14	-4.94	-12.19	-0.00	-10.20	-5.15	-9.20	-4.51	-4.52	-4.59	-4.59	-4.59	-4.59 -4.59 -4.59 -4.59	-4.59 -4.59 -4.59 -4.59	-4.59 -4.59 -4.59
121.9	-2.99	-5.88	-6.15	-4.95	-12.19	-0.00	-10.20	-5.14	-9.14	-4.49	-4.49	-4.59	-4.59	-4.59	-4.59 -4.59 -4.59 -4.59	-4.59 -4.59 -4.59 -4.59	-4.59 -4.59 -4.59
122.0	-2.99	-5.89	-6.16	-4.96	-12.21	-0.00	-10.19	-5.15	-9.18	-4.48	-4.48	-4.58	-4.58	-4.58	-4.58 -4.58 -4.58 -4.58	-4.58 -4.58 -4.58 -4.58	-4.58 -4.58 -4.58
122.1	-3.01	-5.88	-6.12	-4.94	-12.23	-0.00	-10.19	-5.11	-9.04	-4.47	-4.47	-4.58	-4.58	-4.58	-4.58 -4.58 -4.58 -4.58	-4.58 -4.58 -4.58 -4.58	-4.58 -4.58 -4.58
122.2	-3.01	-5.87	-6.10	-4.95	-12.19	-0.00	-10.18	-5.10	-9.09	-4.46	-4.46	-4.57	-4.57	-4.57	-4.57 -4.57 -4.57 -4.57	-4.57 -4.57 -4.57 -4.57	-4.57 -4.57 -4.57
122.3	-3.03	-5.85	-6.10	-4.95	-12.20	-0.00	-10.17	-5.10	-9.12	-4.45	-4.45	-4.56	-4.56	-4.56	-4.56 -4.56 -4.56 -4.56	-4.56 -4.56 -4.56 -4.56	-4.56 -4.56 -4.56
122.4	-3.03	-5.87	-6.11	-4.97	-12.24	-0.00	-10.18	-5.11	-9.06	-4.45	-4.45	-4.54	-4.54	-4.54	-4.54 -4.54 -4.54 -4.54	-4.54 -4.54 -4.54 -4.54	-4.54 -4.54 -4.54
122.5	-3.03	-5.87	-6.08	-4.97	-12.20	-0.00	-10.16	-5.08	-9.09	-4.44	-4.44	-4.52	-4.52	-4.52	-4.52 -4.52 -4.52 -4.52	-4.52 -4.52 -4.52 -4.52	-4.52 -4.52 -4.52
122.6	-3.05	-5.84	-6.07	-4.94	-12.18	-0.00	-10.16	-5.07	-9.13	-4.45	-4.46	-4.51	-4.51	-4.51	-4.51 -4.51 -4.51 -4.51	-4.51 -4.51 -4.51 -4.51	-4.51 -4.51 -4.51
122.7	-3.06	-5.83	-6.08	-4.94	-12.20	-0.00	-10.15	-5.06	-9.00	-4.41	-4.40	-4.52	-4.52	-4.52	-4.52 -4.52 -4.52 -4.52	-4.52 -4.52 -4.52 -4.52	-4.52 -4.52 -4.52
122.8	-3.06	-5.84	-6.08	-4.95	-12.23	-0.00	-10.14	-5.09	-9.09	-4.43	-4.43	-4.49	-4.49	-4.49	-4.49 -4.49 -4.49 -4.49	-4.49 -4.49 -4.49 -4.49	-4.49 -4.49 -4.49
122.9	-3.08	-5.82	-6.09	-4.91	-12.19	-0.00	-10.13	-5.08	-9.08	-4.39	-4.40	-4.49	-4.49	-4.49	-4.49 -4.49 -4.49 -4.49	-4.49 -4.49 -4.49 -4.49	-4.49 -4.49 -4.49
123.0	-3.07	-5.81	-6.09	-4.94	-12.22	-0.00	-10.12	-5.08	-9.00	-4.41	-4.40	-4.46	-4.46	-4.46	-4.46 -4.46 -4.46 -4.46	-4.46 -4.46 -4.46 -4.46	-4.46 -4.46 -4.46
123.1	-3.09	-5.79	-6.09	-4.94	-12.22	-0.00	-10.10	-5.07	-9.03	-4.39	-4.40	-4.46	-4.46	-4.46	-4.46 -4.46 -4.46 -4.46	-4.46 -4.46 -4.46 -4.46	-4.46 -4.46 -4.46
123.2	-3.10	-5.80	-6.10	-4.95	-12.20	-0.00	-10.11	-5.01	-9.03	-4.38	-4.37	-4.46	-4.46	-4.46	-4.46 -4.46 -4.46 -4.46	-4.46 -4.46 -4.46 -4.46	-4.46 -4.46 -4.46
123.3	-3.12	-5.78	-6.04	-4.90	-12.21	-0.00	-10.10	-5.05	-9.01	-4.34	-4.29	-4.48	-4.48	-4.48	-4.48 -4.48 -4.48 -4.48	-4.48 -4.48 -4.48 -4.48	-4.48 -4.48 -4.48
123.4	-3.13	-5.78	-6.04	-4.91	-12.18	-0.00	-10.11	-5.06	-8.99	-4.35	-4.35	-4.45	-4.45	-4.45	-4.45 -4.45 -4.45 -4.45	-4.45 -4.45 -4.45 -4.45	-4.45 -4.45 -4.45
123.5	-3.13	-5.77	-6.05	-4.95	-12.21	-0.00	-10.09	-5.01	-9.08	-4.35	-4.35	-4.42	-4.42	-4.42	-4.42 -4.42 -4.42 -4.42	-4.42 -4.42 -4.42 -4.42	-4.42 -4.42 -4.42
123.6	-3.14	-5.77	-6.05	-4.95	-12.18	-0.00	-10.08	-5.00	-8.96	-4.35	-4.35	-4.41	-4.41	-4.41	-4.41 -4.41 -4.41 -4.41	-4.41 -4.41 -4.41 -4.41	-4.41 -4.41 -4.41
